1
2
250
200
235	100	0.164706
234	100.734	0.164706
233	101.419	0.156863
232	102.119	0.152941
231	102.773	0.14902
230	103.376	0.145098
229	103.993	0.141176
228	104.559	0.137255
227	105.075	0.133333
226	105.605	0.129412
225	106.081	0.12549
224	106.565	0.12549
223	106.963	0.129412
222	107.362	0.129412
221	107.76	0.129412
220	108.059	0.133333
219	108.358	0.133333
218	108.657	0.133333
217	108.657	0.137255
216	108.658	0.137255
215	108.659	0.137255
214	108.66	0.137255
213	108.662	0.137255
212	108.664	0.137255
211	108.666	0.137255
210	108.669	0.137255
209	108.673	0.137255
208	108.677	0.137255
207	108.683	0.137255
206	108.69	0.137255
205	108.699	0.137255
204	108.709	0.137255
203	108.722	0.137255
202	108.739	0.137255
201	108.758	0.137255
200	108.783	0.137255
199	108.813	0.137255
198	108.849	0.137255
197	108.893	0.137255
196	108.947	0.137255
195	109.011	0.137255
194	109.087	0.137255
193	109.177	0.137255
192	109.282	0.137255
191	109.405	0.137255
190	109.546	0.137255
189	109.552	0.133333
188	109.588	0.133333
187	109.655	0.133333
186	109.753	0.133333
185	109.884	0.133333
184	110.05	0.133333
183	110.253	0.133333
182	110.497	0.133333
181	110.783	0.133333
180	111.059	0.129412
179	111.382	0.129412
178	111.757	0.129412
177	112.121	0.12549
176	112.545	0.12549
175	112.958	0.121569
174	113.438	0.121569
173	113.998	0.121569
172	114.548	0.117647
171	115.087	0.113725
170	115.725	0.113725
169	116.353	0.109804
168	117.108	0.109804
167	117.855	0.105882
166	118.616	0.101961
165	119.363	0.0980392
164	120.247	0.0941176
163	121.108	0.0941176
162	121.941	0.0901961
161	122.743	0.0862745
160	123.505	0.0823529
159	124.222	0.0784314
158	125.105	0.0745098
157	125.892	0.0705882
156	126.592	0.0666667
155	127.233	0.0627451
154	127.967	0.0588235
153	128.574	0.054902
152	129.05	0.0509804
151	129.569	0.0470588
150	129.833	0.0509804
149	130.101	0.0509804
148	130.372	0.0509804
147	130.648	0.0509804
146	130.505	0.0509804
145	130.37	0.0509804
144	130.661	0.0509804
143	130.544	0.0509804
142	130.44	0.0509804
141	130.757	0.0509804
140	130.692	0.0509804
139	130.655	0.0509804
138	130.652	0.0509804
137	130.691	0.0509804
136	130.78	0.0509804
135	130.925	0.0509804
134	131.134	0.0509804
133	131.414	0.0509804
132	131.776	0.0509804
131	132.108	0.0470588
130	132.558	0.0470588
129	133.035	0.0470588
128	133.613	0.0509804
127	134.204	0.054902
126	134.924	0.0588235
125	135.638	0.0627451
124	136.337	0.0666667
123	137.179	0.0705882
122	138.022	0.0745098
121	138.862	0.0784314
120	139.684	0.0823529
119	140.505	0.0862745
118	141.345	0.0901961
117	142.287	0.0901961
116	143.214	0.0941176
115	144.129	0.0980392
